,1,2,3
ENSG00000000003,0.42612087707469315,0.4350609414228671,0.5263949579494467
ENSG00000000005,0.5002938513585904,0.5181826165072578,0.6776714788215481
ENSG00000000419,0.5178493591857265,0.5581303302125376,0.6873016669616128
ENSG00000000457,0.20496363629034697,0.47563100772032874,0.5773123428357152
ENSG00000000460,0.507476396150299,0.5177332834556205,0.562697390727174
ENSG00000000938,0.17608618094118078,0.18724517203001012,0.24068446245019137
ENSG00000000971,0.010626081290028067,0.013095196554109623,0.03210604712958043
ENSG00000001036,0.009730918829800483,0.01722620386351037,0.23920465548404257
ENSG00000001084,0.3732675047168944,0.45015666560872236,0.5273221564160508
ENSG00000001167,0.029386963076252104,0.30883181828718487,0.6754276690302723
ENSG00000001460,0.3994799483032224,0.6527611868291747,0.7101419503412194
ENSG00000001461,0.4027114566040899,0.4485260758515841,0.4761650266653613
ENSG00000001497,0.6778712467716307,0.700757458414699,0.8176169218425977
ENSG00000001561,0.00843260626274056,0.02241461361928343,0.5982786711977179
ENSG00000001617,0.3362489575084726,0.5827954392908509,0.584565028506802
ENSG00000001626,0.19388385519030904,0.7164909043928465,0.7171174460237582
ENSG00000001629,0.08519548550395006,0.329089023919657,0.3291124895141402
ENSG00000001630,0.008674750346617799,0.10911559788172831,0.15761365541957795
ENSG00000001631,0.003619627637110656,0.33888199830723564,0.3648797385913093
ENSG00000002016,0.14712825974620336,0.150762698051507,0.1567688513083938
ENSG00000002079,0.14243199896749226,0.4853065710516691,0.4875281134660916
ENSG00000002330,0.2291011139973298,0.26422090688352995,0.2643384999453807
ENSG00000002549,0.7544214034874583,0.7624153453912356,0.8132226687551807
ENSG00000002586,0.24604619018427265,0.39408805362377575,0.4949725710994486
ENSG00000002587,0.3921159236442706,0.489873529509672,0.49346661455375296
ENSG00000002726,0.4139518481718696,0.4140155264178328,0.8010167748498379
ENSG00000002745,0.016553490566210027,0.08639335024280337,0.5952547948576659
ENSG00000002746,0.03843542564744529,0.04124549318541659,0.0417050784056906
ENSG00000002822,0.03723907181798869,0.06187420652534681,0.13393488044981305
ENSG00000002834,0.24594698478716992,0.4085419546829345,0.4086688309034775
ENSG00000002919,0.09251735558365226,0.4024618619678165,0.4027076325596649
ENSG00000002933,0.6445686747992176,0.6445750936862275,0.7582007673290265
ENSG00000003056,0.0409308750014129,0.42820450429480006,0.49704640108875064
ENSG00000003096,0.3997870423190826,0.44256838281236854,0.6071059455010177
ENSG00000003137,0.01545514792633318,0.12710929515825897,0.2669576055954299
ENSG00000003147,0.020803854905957597,0.2610394158882121,0.49566326440312647
ENSG00000003249,0.02171548026613168,0.04151862384472127,0.5087815909777411
ENSG00000003393,0.6663825425860812,0.7233819578947611,0.7686816240619332
ENSG00000003400,0.2811541374486183,0.3803171706031413,0.3897761032992868
ENSG00000003402,0.007693172136225335,0.0345769170430259,0.5608235608104912
ENSG00000003436,0.17944376167175213,0.18380400125101226,0.30253893273765775
ENSG00000003509,0.20762163650402743,0.21830139073021204,0.7970100999274126
ENSG00000003756,0.011375168471564834,0.11473144726512263,0.4072037088687719
ENSG00000003987,0.14083411240405053,0.4684241096445507,0.5794646408489532
ENSG00000003989,0.23534220137181583,0.2903964503915951,0.42948658026245157
ENSG00000004059,0.9548047147760892,0.9611059620585856,0.9626580705374288
ENSG00000004139,0.04537246066469347,0.07311938879854174,0.26925911268470104
ENSG00000004142,0.12453876898475058,0.2616754957070869,0.28333248165355296
ENSG00000004399,0.5239319967115817,0.7146007295684235,0.7628374843351595
ENSG00000004455,0.5337403077590677,0.6004722188583091,0.6071604008652434
ENSG00000004468,0.2771029127455532,0.31422752307464763,0.42930196951412836
ENSG00000004478,0.06715932891719112,0.06725553853121002,0.17004556652508662
ENSG00000004487,0.035129850251675254,0.05327139878931997,0.057989109952918394
ENSG00000004534,0.00909002971923234,0.1697060251401944,0.24239177643144338
ENSG00000004660,0.010825039637835099,0.03969309284189981,0.039742645299738366
ENSG00000004700,0.09669143415251391,0.30676879838597804,0.7128942232533875
ENSG00000004766,0.020008334870091016,0.2627276265098377,0.29642734724951003
ENSG00000004776,0.6230582118222653,0.6575657050207576,0.6666976842525939
ENSG00000004777,0.17456279635761307,0.2319312309404471,0.2401897642462677
ENSG00000004779,0.021936532654787788,0.05137054287327314,0.08709295952338802
ENSG00000004799,0.03173374731690526,0.14014117913442925,0.8635928872725125
ENSG00000004809,0.05914517319162016,0.4946401281902135,0.49693548707482027
ENSG00000004838,0.3850691678607996,0.4728665689467746,0.5196913335075768
ENSG00000004848,0.35821027611421663,0.42847695789280116,0.7257890643684185
ENSG00000004864,0.4275784610838116,0.48819273681154485,0.6696561497684232
ENSG00000004866,0.07427848107263879,0.07697022846711732,0.1205853851231361
ENSG00000004897,0.5563669090833212,0.8086740832364431,0.8164525741617683
ENSG00000004948,0.025906698657324978,0.1363328286219605,0.15173453402669201
ENSG00000004961,0.004505965992955718,0.004629674553864982,0.04833812790957148
ENSG00000004975,0.013182235990403024,0.01387531476865056,0.02858998074777741
ENSG00000005001,0.07540801205545233,0.3913222709557562,0.39461921884052864
ENSG00000005007,0.0636005624097592,0.1110734342351628,0.34712885062947485
ENSG00000005020,0.043050614157462586,0.2593458544985694,0.33637869574715196
ENSG00000005022,0.019020131555802178,0.05066439953311963,0.05066799867765681
ENSG00000005059,0.574053849863577,0.5975045980839333,0.6652490061103588
ENSG00000005073,0.15254830088932747,0.7811050400734334,0.7953330086247613
ENSG00000005075,0.3245725335238885,0.42202850001561276,0.42204125825968575
ENSG00000005100,0.048819630101945455,0.22411976810248502,0.26670206121385587
ENSG00000005102,0.15302177216241464,0.20481647000061243,0.39851042100610634
ENSG00000005108,0.13146053577487604,0.23922208401926548,0.2398531500780292
ENSG00000005156,0.18538115825530344,0.2773034697505693,0.40218594828497034
ENSG00000005175,0.05011415749200021,0.2290750757576704,0.3621820968444913
ENSG00000005187,0.01856029760415223,0.22157299982406087,0.2686424632244617
ENSG00000005189,0.31336924248146314,0.3565422823905404,0.43975058354565766
ENSG00000005194,0.20360953224251466,0.347200063830166,0.8294482990785742
ENSG00000005206,0.08640405888055724,0.1286660953275519,0.1513371484921685
ENSG00000005238,0.053821113176320545,0.28778092790269594,0.45108232668864257
ENSG00000005243,0.005735029309520634,0.31837242398407606,0.3430270284121384
ENSG00000005249,0.40148194441280116,0.5158674092822655,0.598045571282418
ENSG00000005302,0.10458715491982562,0.1424038480413753,0.29294499543042085
ENSG00000005339,0.21552860091399628,0.5858359519656213,0.624563487035168
ENSG00000005379,0.32485671225670265,0.4167272206381486,0.481072784018714
ENSG00000005381,0.06669641643963065,0.14981736603994067,0.17365039763431944
ENSG00000005421,0.07550398640788836,0.09152127100163154,0.41711912242842863
ENSG00000005436,0.4690041963894207,0.4917361240363807,0.7558552694895704
ENSG00000005448,0.8575248446567647,0.8603868810154495,0.9085190818331971
ENSG00000005469,0.030592704751696065,0.1861356031966409,0.2906306952410478
ENSG00000005471,0.04313774876754162,0.0467952678140201,0.08782093103732169
ENSG00000005483,0.0988827691531794,0.10013869496708849,0.48862650269352104
ENSG00000005486,0.18202400166856625,0.6105289546992425,0.6314847085148046
ENSG00000005513,0.09802949997763277,0.3529554764975775,0.36043795412807955
ENSG00000005700,0.7502403973897974,0.8688542750073255,0.8752705519110184
ENSG00000005801,0.07043323291853354,0.07055576484076931,0.3090941901584653
ENSG00000005810,0.035774373342998045,0.2455564508520297,0.2537368126939722
ENSG00000005812,0.04863225015492523,0.048677658840922455,0.18680256393874195
ENSG00000005844,0.3688740031076023,0.4334036044552779,0.4701278289884607
ENSG00000005882,0.28083168478018417,0.4859687416102145,0.570725914854847
ENSG00000005884,0.1367281360029461,0.34633228925079507,0.36476411318776003
ENSG00000005889,0.013572457007131389,0.024737010649623747,0.054792336042869705
ENSG00000005893,0.32117687526417016,0.36052610592836143,0.5532897267290905
ENSG00000005961,0.0004385828410750081,0.5592695472312506,0.8150929563435423
ENSG00000005981,0.21130428838399606,0.2960696341456077,0.38167106649069193
ENSG00000006007,0.0006673863263840785,0.3093406519616453,0.6587172796598966
ENSG00000006015,0.14227186428908967,0.14239436913214076,0.1432302009944325
ENSG00000006016,0.015312301208370904,0.022299522077868672,0.21224725560193247
ENSG00000006025,0.030508373748367346,0.04077358935569331,0.09118767690486673
ENSG00000006042,0.3863648106657951,0.3881939655179275,0.6453096351882269
ENSG00000006047,0.01849876969895603,0.2701552437976811,0.2764302370298841
ENSG00000006062,0.011821699103933825,0.015520745361990329,0.39112437538252354
ENSG00000006071,0.4219433579063103,0.4242625854628588,0.42428030401833006
ENSG00000006118,0.11199860266239203,0.18066703659245498,0.3592611587510236
ENSG00000006125,0.1013310914807567,0.5135440191414695,0.538938127713499
ENSG00000006128,0.4863247184000353,0.48661482055132166,0.6185392255143055
ENSG00000006194,0.3603956261251303,0.5980826792129157,0.6079246037890875
ENSG00000006210,0.39172394723652537,0.5771044604134845,0.7942124618995519
ENSG00000006282,0.003442630230468202,0.18919281681206113,0.1987394459749433
ENSG00000006283,0.00241615322704003,0.07506326642957295,0.09380767809126234
ENSG00000006327,0.14732089851218555,0.1958292497604036,0.4043785415410981
ENSG00000006377,0.2284809328101327,0.28692801484339947,0.3124813405597052
ENSG00000006432,0.3543799456294229,0.37513183917895676,0.4253657768142356
ENSG00000006451,0.0011013148941325657,0.18798891651603988,0.32672690628375267
ENSG00000006453,0.07422710545882094,0.3081150209229834,0.3174364988484636
ENSG00000006459,0.1296304182264696,0.4103350189596884,0.6913736163678799
ENSG00000006468,0.8671041976575857,0.9646606113492153,0.9660999919879931
ENSG00000006530,0.45172960391962347,0.48082956895888584,0.6183268149359765
ENSG00000006534,0.10584695521646825,0.12703031392256636,0.4787146963796626
ENSG00000006555,0.2623569745055295,0.26272907521856803,0.2658516260438195
ENSG00000006576,0.049688146753967155,0.15664505516580152,0.17081442382146383
ENSG00000006606,0.07762155524778491,0.09437702840382933,0.2001403611565018
ENSG00000006607,0.024951031563368198,0.07185925767770529,0.19345897120828814
ENSG00000006611,0.024176090417230456,0.4907690928098407,0.5196890959361886
ENSG00000006625,0.007177897675207823,0.47319768077592217,0.5012983154650823
ENSG00000006634,0.2743085761370063,0.44207149864912654,0.7322766979760791
ENSG00000006638,0.04323108752975835,0.04356329191752961,0.054717848118926105
ENSG00000006652,0.00938444831401497,0.643008945410685,0.8566906222624895
ENSG00000006695,0.0795019682627538,0.16229408272131995,0.1662205015024879
ENSG00000006704,0.49918879778802927,0.49939711638900497,0.49979651958318416
ENSG00000006712,0.42508281004444837,0.4712763573965283,0.472573884428648
ENSG00000006715,0.10908275148699031,0.8051716156470298,0.8415823164436907
ENSG00000006740,0.37800326102521986,0.46227561049924504,0.6025923168195046
ENSG00000006744,0.17025266042267906,0.3233335767095781,0.4043292735192422
ENSG00000006747,0.17909626295780856,0.21558444585069214,0.4038950985749489
ENSG00000006756,0.009636767005687386,0.08361132713775321,0.1363289143309554
ENSG00000006757,0.2091639812827647,0.20968801149719096,0.2514058349953663
ENSG00000006788,0.11697065326318934,0.190556663926557,0.49979173386214115
ENSG00000006831,0.007894268869180654,0.02511781919849454,0.2887260746810455
ENSG00000006837,0.000766458176287288,0.2920774260522925,0.3971666443419418
ENSG00000007038,0.10173007942559487,0.11144407869773754,0.21368693334015432
ENSG00000007047,0.09283193553942282,0.3849129025142347,0.38775219041871023
ENSG00000007062,0.7169613390315765,0.7249591987214039,0.7668069643638732
ENSG00000007080,0.08051233897362087,0.1152571869176916,0.12032462413609346
ENSG00000007129,0.3371819863177644,0.34983340079836256,0.7112671514179052
ENSG00000007168,0.48005983845699407,0.6493934945130015,0.6504960507298869
ENSG00000007171,0.2223079756512959,0.22868036862635877,0.5575262633400111
