,Cecum,Ascending colon,Hepatic flexure of colon,Transverse colon,Descending colon,Sigmoid colon,Rectosigmoid junction,"Rectum, NOS",species,genus
410072,0.5300000000000002,0.5899999999999999,1.12,0.5300000000000002,0.3999999999999999,0.41000000000000014,0.5100000000000002,0.5899999999999999,Coprococcus_comes,Coprococcus
511,0.31000000000000005,0.25,0.16000000000000014,0.27,0.10000000000000009,0.31000000000000005,0.30000000000000027,0.31000000000000005,Alcaligenes_faecalis,Alcaligenes
246272,0.26000000000000023,0.25,0.1299999999999999,0.26000000000000023,0.14000000000000012,0.28000000000000025,0.33999999999999986,0.31000000000000005,Bacillus_bogoriensis,Bacillus
518,0.25,0.2400000000000002,0.1299999999999999,0.25,0.10999999999999988,0.28000000000000025,0.31000000000000005,0.29000000000000004,Bordetella_bronchiseptica,Bordetella
546,0.25,0.2400000000000002,0.14000000000000012,0.25,0.10999999999999988,0.27,0.28000000000000025,0.29000000000000004,Citrobacter_freundii,Citrobacter
548,0.33000000000000007,0.3599999999999999,0.2200000000000002,0.29000000000000004,0.1200000000000001,0.3900000000000001,0.3999999999999999,0.3700000000000001,Klebsiella_aerogenes,Klebsiella
549,0.3599999999999999,0.3700000000000001,0.2200000000000002,0.33999999999999986,0.26000000000000023,0.3799999999999999,0.3700000000000001,0.3500000000000001,Pantoea_agglomerans,Pantoea
550,0.2400000000000002,0.2400000000000002,0.10999999999999988,0.2400000000000002,0.1499999999999999,0.29000000000000004,0.33000000000000007,0.31999999999999984,Enterobacter_cloacae,Enterobacter
553,0.29000000000000004,0.30000000000000027,0.18000000000000016,0.29000000000000004,0.27,0.29000000000000004,0.3500000000000001,0.3500000000000001,Pantoea_ananatis,Pantoea
562,7.58,7.34,8.01,8.23,7.48,7.630000000000001,7.5600000000000005,7.43,Escherichia_coli,Escherichia
563,0.2400000000000002,0.25,0.1200000000000001,0.25,0.18000000000000016,0.26000000000000023,0.31999999999999984,0.31999999999999984,Shimwellia_blattae,Shimwellia
571,0.30000000000000027,0.29000000000000004,0.1299999999999999,0.2400000000000002,0.2200000000000002,0.31000000000000005,0.31999999999999984,0.33000000000000007,Klebsiella_oxytoca,Klebsiella
573,0.2400000000000002,0.25,0.10999999999999988,0.2400000000000002,0.1299999999999999,0.29000000000000004,0.31999999999999984,0.31000000000000005,Klebsiella_pneumoniae,Klebsiella
582,0.27,0.26000000000000023,0.16000000000000014,0.29000000000000004,0.20000000000000018,0.29000000000000004,0.33999999999999986,0.31000000000000005,Morganella_morganii,Morganella
584,0.25,0.2400000000000002,0.1299999999999999,0.22999999999999998,0.10000000000000009,0.27,0.29000000000000004,0.30000000000000027,Proteus_mirabilis,Proteus
585,0.2200000000000002,0.2400000000000002,0.1299999999999999,0.25,0.1499999999999999,0.27,0.30000000000000027,0.31000000000000005,Proteus_vulgaris,Proteus
587,0.2200000000000002,0.2400000000000002,0.1200000000000001,0.31000000000000005,0.20999999999999996,0.28000000000000025,0.28000000000000025,0.28000000000000025,Providencia_rettgeri,Providencia
588,0.2400000000000002,0.2400000000000002,0.1499999999999999,0.26000000000000023,0.16000000000000014,0.27,0.29000000000000004,0.29000000000000004,Providencia_stuartii,Providencia
621,0.27,0.27,0.1299999999999999,0.2400000000000002,0.16999999999999993,0.30000000000000027,0.3599999999999999,0.33000000000000007,Shigella_boydii,Shigella
623,0.27,0.30000000000000027,0.1299999999999999,0.3500000000000001,0.14000000000000012,0.31999999999999984,0.3999999999999999,0.3799999999999999,Shigella_flexneri,Shigella
628,0.2400000000000002,0.22999999999999998,0.14000000000000012,0.2400000000000002,0.10999999999999988,0.27,0.30000000000000027,0.29000000000000004,Xenorhabdus_nematophila,Xenorhabdus
632,0.2400000000000002,0.2400000000000002,0.14000000000000012,0.2400000000000002,0.10999999999999988,0.27,0.30000000000000027,0.29000000000000004,Yersinia_pestis,Yersinia
644,0.25,0.2400000000000002,0.1499999999999999,0.25,0.10000000000000009,0.29000000000000004,0.29000000000000004,0.30000000000000027,Aeromonas_hydrophila,Aeromonas
645,0.26000000000000023,0.25,0.16000000000000014,0.3500000000000001,0.08000000000000007,0.31000000000000005,0.3500000000000001,0.31000000000000005,Aeromonas_salmonicida,Aeromonas
654,0.26000000000000023,0.27,0.10999999999999988,0.25,0.1299999999999999,0.29000000000000004,0.33999999999999986,0.33000000000000007,Aeromonas_veronii,Aeromonas
66219,0.28000000000000025,0.30000000000000027,0.10999999999999988,0.22999999999999998,0.08000000000000007,0.30000000000000027,0.26000000000000023,0.31999999999999984,Lachnoclostridium_phytofermentans,Lachnoclostridium
703,0.2400000000000002,0.22999999999999998,0.1499999999999999,0.22999999999999998,0.1200000000000001,0.27,0.31999999999999984,0.31000000000000005,Plesiomonas_shigelloides,Plesiomonas
393921,0.25,0.2400000000000002,0.14000000000000012,0.22999999999999998,0.10999999999999988,0.27,0.30000000000000027,0.30000000000000027,Porphyromonas_crevioricanis,Porphyromonas
716,0.2400000000000002,0.2400000000000002,0.14000000000000012,0.2400000000000002,0.10999999999999988,0.27,0.30000000000000027,0.29000000000000004,Actinobacillus_suis,Actinobacillus
727,0.26000000000000023,0.22999999999999998,0.16000000000000014,0.20999999999999996,0.1299999999999999,0.27,0.30000000000000027,0.22999999999999998,Haemophilus_influenzae,Haemophilus
730,0.22999999999999998,0.22999999999999998,0.14000000000000012,0.2400000000000002,0.10999999999999988,0.27,0.30000000000000027,0.29000000000000004,[Haemophilus]_ducreyi,[Haemophilus]
66269,0.29000000000000004,0.29000000000000004,0.16000000000000014,0.33999999999999986,0.1499999999999999,0.3599999999999999,0.3700000000000001,0.33999999999999986,Pantoea_stewartii,Pantoea
738,0.22999999999999998,0.2400000000000002,0.1299999999999999,0.25,0.1299999999999999,0.27,0.31000000000000005,0.29000000000000004,[Haemophilus]_parasuis,[Haemophilus]
747,0.25,0.22999999999999998,0.1200000000000001,0.25,0.1499999999999999,0.26000000000000023,0.33000000000000007,0.29000000000000004,Pasteurella_multocida,Pasteurella
817,0.5699999999999998,0.6200000000000001,0.5300000000000002,3.07,0.6800000000000002,0.5899999999999999,0.8700000000000001,0.6200000000000001,Bacteroides_fragilis,Bacteroides
818,0.4500000000000002,0.3700000000000001,0.20999999999999996,0.3900000000000001,0.3500000000000001,0.41000000000000014,0.4500000000000002,0.43000000000000016,Bacteroides_thetaiotaomicron,Bacteroides
820,0.31999999999999984,0.31000000000000005,0.1499999999999999,0.30000000000000027,0.25,0.31000000000000005,0.30000000000000027,0.3500000000000001,Bacteroides_uniformis,Bacteroides
821,0.6200000000000001,0.73,3.98,0.56,0.45999999999999996,0.5699999999999998,0.6400000000000001,0.73,Bacteroides_vulgatus,Bacteroides
823,0.33999999999999986,0.3599999999999999,0.22999999999999998,0.2400000000000002,0.33000000000000007,0.33999999999999986,0.3700000000000001,0.3799999999999999,Parabacteroides_distasonis,Parabacteroides
837,0.31000000000000005,0.31000000000000005,0.20999999999999996,0.33999999999999986,0.26000000000000023,0.31999999999999984,0.3799999999999999,0.3900000000000001,Porphyromonas_gingivalis,Porphyromonas
839,0.27,0.27,0.14000000000000012,0.25,0.10999999999999988,0.28000000000000025,0.27,0.31000000000000005,Prevotella_ruminicola,Prevotella
840,0.25,0.25,0.1200000000000001,0.25,0.18999999999999995,0.27,0.31000000000000005,0.31999999999999984,Prevotella_loescheii,Prevotella
850,0.29000000000000004,0.28000000000000025,0.20999999999999996,0.3700000000000001,0.18000000000000016,0.30000000000000027,0.33999999999999986,0.31000000000000005,Fusobacterium_mortiferum,Fusobacterium
851,0.52,0.48,1.31,0.43999999999999995,0.41999999999999993,0.48,0.6000000000000001,0.52,Fusobacterium_nucleatum,Fusobacterium
856,0.27,0.22999999999999998,0.1200000000000001,0.2400000000000002,0.06000000000000005,0.30000000000000027,0.33000000000000007,0.31000000000000005,Fusobacterium_varium,Fusobacterium
859,0.33000000000000007,0.31000000000000005,0.22999999999999998,0.2200000000000002,0.25,0.31999999999999984,0.28000000000000025,0.3500000000000001,Fusobacterium_necrophorum,Fusobacterium
860,0.5300000000000002,0.5300000000000002,1.3900000000000001,0.45999999999999996,0.48,0.4900000000000002,0.5100000000000002,0.45999999999999996,Fusobacterium_periodonticum,Fusobacterium
861,0.26000000000000023,0.25,0.18999999999999995,0.28000000000000025,0.20999999999999996,0.27,0.33000000000000007,0.31000000000000005,Fusobacterium_ulcerans,Fusobacterium
907,0.26000000000000023,0.22999999999999998,0.1499999999999999,0.26000000000000023,0.25,0.29000000000000004,0.31000000000000005,0.31000000000000005,Megasphaera_elsdenii,Megasphaera
964,0.25,0.25,0.1499999999999999,0.25,0.08000000000000007,0.29000000000000004,0.31999999999999984,0.30000000000000027,Herbaspirillum_seropedicae,Herbaspirillum
971,0.25,0.22999999999999998,0.1299999999999999,0.26000000000000023,0.16000000000000014,0.27,0.28000000000000025,0.31000000000000005,Selenomonas_ruminantium,Selenomonas
982,0.2400000000000002,0.2400000000000002,0.1299999999999999,0.2400000000000002,0.1499999999999999,0.27,0.30000000000000027,0.30000000000000027,Saccharicrinis_fermentans,Saccharicrinis
986,0.27,0.25,0.10999999999999988,0.28000000000000025,0.16000000000000014,0.31000000000000005,0.31999999999999984,0.30000000000000027,Flavobacterium_johnsoniae,Flavobacterium
995,0.2400000000000002,0.26000000000000023,0.1200000000000001,0.26000000000000023,0.08999999999999986,0.30000000000000027,0.31000000000000005,0.27,Solitalea_canadensis,Solitalea
656366,0.25,0.28000000000000025,0.10000000000000009,0.30000000000000027,0.1499999999999999,0.30000000000000027,0.33999999999999986,0.33999999999999986,Arthrobacter_alpinus,Arthrobacter
996,0.27,0.28000000000000025,0.1200000000000001,0.20999999999999996,0.10000000000000009,0.30000000000000027,0.31999999999999984,0.30000000000000027,Flavobacterium_columnare,Flavobacterium
197614,0.26000000000000023,0.26000000000000023,0.10000000000000009,0.2400000000000002,0.050000000000000266,0.29000000000000004,0.30000000000000027,0.27,Streptococcus_pasteurianus,Streptococcus
1015,0.28000000000000025,0.27,0.18000000000000016,0.30000000000000027,0.16000000000000014,0.29000000000000004,0.29000000000000004,0.27,Bergeyella_zoohelcum,Bergeyella
246787,0.2400000000000002,0.29000000000000004,0.1200000000000001,0.22999999999999998,0.20999999999999996,0.26000000000000023,0.29000000000000004,0.31999999999999984,Bacteroides_cellulosilyticus,Bacteroides
1076,0.30000000000000027,0.33000000000000007,0.1499999999999999,0.31000000000000005,0.06999999999999984,0.3799999999999999,0.3799999999999999,0.30000000000000027,Rhodopseudomonas_palustris,Rhodopseudomonas
1112,0.26000000000000023,0.2400000000000002,0.10999999999999988,0.22999999999999998,0.08999999999999986,0.30000000000000027,0.30000000000000027,0.31000000000000005,Porphyrobacter_neustonensis,Porphyrobacter
328813,0.31000000000000005,0.31999999999999984,0.20999999999999996,0.28000000000000025,0.18999999999999995,0.33000000000000007,0.31000000000000005,0.33999999999999986,Alistipes_onderdonkii,Alistipes
328812,0.27,0.28000000000000025,0.20999999999999996,0.2400000000000002,0.26000000000000023,0.31999999999999984,0.33999999999999986,0.31999999999999984,Parabacteroides_goldsteinii,Parabacteroides
328814,0.3500000000000001,0.3599999999999999,0.54,0.28000000000000025,0.26000000000000023,0.33999999999999986,0.33999999999999986,0.30000000000000027,Alistipes_shahii,Alistipes
33934,0.28000000000000025,0.29000000000000004,0.10999999999999988,0.30000000000000027,0.16999999999999993,0.31999999999999984,0.30000000000000027,0.31999999999999984,Anoxybacillus_flavithermus,Anoxybacillus
33940,0.7000000000000002,0.6600000000000001,0.4900000000000002,0.8500000000000001,0.7000000000000002,0.9100000000000001,0.6800000000000002,0.56,Geobacillus_thermodenitrificans,Geobacillus
33964,0.3900000000000001,0.3999999999999999,0.28000000000000025,0.3999999999999999,0.41999999999999993,0.41999999999999993,0.31999999999999984,0.28000000000000025,Leuconostoc_citreum,Leuconostoc
33987,0.2400000000000002,0.2400000000000002,0.14000000000000012,0.2400000000000002,0.10999999999999988,0.27,0.30000000000000027,0.29000000000000004,Exiguobacterium_aurantiacum,Exiguobacterium
1244,0.28000000000000025,0.25,0.1299999999999999,0.33000000000000007,0.06999999999999984,0.30000000000000027,0.28000000000000025,0.29000000000000004,Leuconostoc_gelidum,Leuconostoc
1245,0.43999999999999995,0.4700000000000002,0.31000000000000005,0.3900000000000001,0.43999999999999995,0.5100000000000002,0.43000000000000016,0.30000000000000027,Leuconostoc_mesenteroides,Leuconostoc
1246,0.31000000000000005,0.2400000000000002,0.10999999999999988,0.25,0.14000000000000012,0.29000000000000004,0.30000000000000027,0.28000000000000025,Leuconostoc_lactis,Leuconostoc
1254,0.25,0.2400000000000002,0.1299999999999999,0.25,0.1200000000000001,0.27,0.30000000000000027,0.30000000000000027,Pediococcus_acidilactici,Pediococcus
1255,0.2400000000000002,0.2400000000000002,0.14000000000000012,0.2400000000000002,0.16000000000000014,0.29000000000000004,0.31999999999999984,0.31000000000000005,Pediococcus_pentosaceus,Pediococcus
1260,0.6800000000000002,0.79,0.5,0.6299999999999999,0.75,0.6499999999999999,0.5899999999999999,0.8599999999999999,Finegoldia_magna,Finegoldia
1148157,0.2400000000000002,0.25,0.16000000000000014,0.26000000000000023,0.1499999999999999,0.28000000000000025,0.3500000000000001,0.31999999999999984,Acinetobacter_oleivorans,Acinetobacter
1270,0.3599999999999999,0.3500000000000001,0.20999999999999996,0.3500000000000001,0.20000000000000018,0.3700000000000001,0.43000000000000016,0.41999999999999993,Micrococcus_luteus,Micrococcus
1280,0.26000000000000023,0.26000000000000023,0.1200000000000001,0.2400000000000002,0.06999999999999984,0.29000000000000004,0.31000000000000005,0.30000000000000027,Staphylococcus_aureus,Staphylococcus
1282,0.8000000000000003,0.7600000000000002,1.3,0.79,0.8599999999999999,0.7600000000000002,0.5300000000000002,0.5800000000000001,Staphylococcus_epidermidis,Staphylococcus
1290,0.33999999999999986,0.33999999999999986,0.3900000000000001,0.33000000000000007,0.31999999999999984,0.31999999999999984,0.3500000000000001,0.41000000000000014,Staphylococcus_hominis,Staphylococcus
34062,1.33,1.6400000000000001,0.9900000000000002,1.61,3.89,0.9700000000000002,1.83,1.49,Moraxella_osloensis,Moraxella
1303,0.27,0.25,0.16999999999999993,0.27,0.16000000000000014,0.30000000000000027,0.30000000000000027,0.33999999999999986,Streptococcus_oralis,Streptococcus
1304,0.27,0.28000000000000025,0.1299999999999999,0.26000000000000023,0.18000000000000016,0.33000000000000007,0.29000000000000004,0.28000000000000025,Streptococcus_salivarius,Streptococcus
34073,0.29000000000000004,0.29000000000000004,0.06999999999999984,0.31999999999999984,0.20999999999999996,0.3500000000000001,0.31999999999999984,0.27,Variovorax_paradoxus,Variovorax
1313,0.41999999999999993,0.3500000000000001,0.16999999999999993,0.3700000000000001,0.2200000000000002,0.3900000000000001,0.31000000000000005,0.3900000000000001,Streptococcus_pneumoniae,Streptococcus
1314,0.26000000000000023,0.25,0.14000000000000012,0.2400000000000002,0.1299999999999999,0.30000000000000027,0.31000000000000005,0.31999999999999984,Streptococcus_pyogenes,Streptococcus
1318,0.3900000000000001,0.33000000000000007,0.20999999999999996,0.31999999999999984,0.20000000000000018,0.3599999999999999,0.31000000000000005,0.3900000000000001,Streptococcus_parasanguinis,Streptococcus
1322,0.2400000000000002,0.2200000000000002,0.10999999999999988,0.25,0.20000000000000018,0.28000000000000025,0.30000000000000027,0.31000000000000005,Blautia_hansenii,Blautia
1328,0.2400000000000002,0.2200000000000002,0.16000000000000014,0.26000000000000023,0.1200000000000001,0.29000000000000004,0.33000000000000007,0.29000000000000004,Streptococcus_anginosus,Streptococcus
34103,0.30000000000000027,0.30000000000000027,0.2200000000000002,0.33999999999999986,0.2200000000000002,0.29000000000000004,0.31999999999999984,0.28000000000000025,Sphaerotilus_natans,Sphaerotilus
1336,0.2400000000000002,0.2400000000000002,0.14000000000000012,0.2400000000000002,0.10999999999999988,0.26000000000000023,0.30000000000000027,0.29000000000000004,Streptococcus_equi,Streptococcus
165179,0.5,0.6299999999999999,0.6099999999999999,0.43999999999999995,0.5899999999999999,0.6099999999999999,0.5800000000000001,0.56,Prevotella_copri,Prevotella
1343,0.27,0.28000000000000025,0.1200000000000001,0.26000000000000023,0.14000000000000012,0.3700000000000001,0.31999999999999984,0.29000000000000004,Streptococcus_vestibularis,Streptococcus
1355,0.27,0.26000000000000023,0.14000000000000012,0.25,0.10999999999999988,0.31000000000000005,0.3500000000000001,0.30000000000000027,Enterococcus_columbae,Enterococcus
1356,0.25,0.22999999999999998,0.1200000000000001,0.26000000000000023,0.1299999999999999,0.29000000000000004,0.31999999999999984,0.31000000000000005,Enterococcus_sulfureus,Enterococcus
1366,0.26000000000000023,0.25,0.14000000000000012,0.27,0.1299999999999999,0.31999999999999984,0.31999999999999984,0.31999999999999984,Lactococcus_raffinolactis,Lactococcus
1379,0.81,0.56,0.7400000000000002,0.5800000000000001,0.6299999999999999,0.5500000000000003,0.69,0.7200000000000002,Gemella_haemolysans,Gemella
1402,0.2400000000000002,0.25,0.14000000000000012,0.2400000000000002,0.10999999999999988,0.27,0.30000000000000027,0.29000000000000004,Bacillus_licheniformis,Bacillus
1404,0.26000000000000023,0.26000000000000023,0.10999999999999988,0.25,0.14000000000000012,0.27,0.31999999999999984,0.31999999999999984,Bacillus_megaterium,Bacillus
1405,0.2400000000000002,0.2400000000000002,0.14000000000000012,0.2400000000000002,0.10999999999999988,0.27,0.30000000000000027,0.30000000000000027,Bacillus_mycoides,Bacillus
1406,0.2400000000000002,0.2400000000000002,0.14000000000000012,0.2400000000000002,0.10999999999999988,0.27,0.30000000000000027,0.29000000000000004,Paenibacillus_polymyxa,Paenibacillus
1413,0.25,0.22999999999999998,0.1299999999999999,0.25,0.10000000000000009,0.28000000000000025,0.31000000000000005,0.30000000000000027,Bacillus_cellulosilyticus,Bacillus
1423,0.25,0.22999999999999998,0.14000000000000012,0.2400000000000002,0.10999999999999988,0.27,0.30000000000000027,0.30000000000000027,Bacillus_subtilis,Bacillus
1467,0.26000000000000023,0.2400000000000002,0.1200000000000001,0.25,0.14000000000000012,0.28000000000000025,0.31999999999999984,0.31000000000000005,Bacillus_lentus,Bacillus
1471,0.2400000000000002,0.25,0.1299999999999999,0.25,0.10000000000000009,0.29000000000000004,0.31000000000000005,0.31000000000000005,Bacillus_methanolicus,Bacillus
1476,0.2400000000000002,0.2400000000000002,0.14000000000000012,0.25,0.10999999999999988,0.26000000000000023,0.30000000000000027,0.30000000000000027,Sporosarcina_psychrophila,Sporosarcina
1479,0.25,0.27,0.10999999999999988,0.25,0.16999999999999993,0.28000000000000025,0.33000000000000007,0.31999999999999984,Bacillus_smithii,Bacillus
83406,0.2400000000000002,0.2400000000000002,0.14000000000000012,0.25,0.10000000000000009,0.30000000000000027,0.33000000000000007,0.29000000000000004,gamma_proteobacterium_HdN1,gamma
1488,0.2400000000000002,0.22999999999999998,0.14000000000000012,0.2400000000000002,0.10999999999999988,0.26000000000000023,0.30000000000000027,0.29000000000000004,Clostridium_acetobutylicum,Clostridium
1490,0.22999999999999998,0.2400000000000002,0.14000000000000012,0.2400000000000002,0.1200000000000001,0.27,0.30000000000000027,0.30000000000000027,Paraclostridium_bifermentans,Paraclostridium
1492,0.27,0.26000000000000023,0.1299999999999999,0.2400000000000002,0.1200000000000001,0.29000000000000004,0.31000000000000005,0.30000000000000027,Clostridium_butyricum,Clostridium
1493,0.26000000000000023,0.25,0.14000000000000012,0.2400000000000002,0.1200000000000001,0.29000000000000004,0.31999999999999984,0.31000000000000005,Clostridium_cellulovorans,Clostridium
1496,0.2400000000000002,0.26000000000000023,0.10999999999999988,0.27,0.14000000000000012,0.29000000000000004,0.31999999999999984,0.31000000000000005,Clostridioides_difficile,Clostridioides
