ensmbl_id,1,2,3,sigmoidal
ENSG00000000419,0.0918591456046379,0.4200936199562892,0.62376272523597,0.05733520851005754
ENSG00000000460,0.031129025009114318,0.3526384803015899,0.6816820921511955,0.06206217680522454
ENSG00000002587,0.37223059989145224,0.7467976840856981,0.9721848369206741,0.7401042535299722
ENSG00000002746,0.8543728064785042,0.935867528162809,0.9721848369206741,0.9738151256753599
ENSG00000004399,0.19720908625402742,0.29538646059867235,0.6177613250575384,0.15823411621625483
ENSG00000004838,0.5265310600650938,0.8175668518619381,0.9721848369206741,0.8019430386782892
ENSG00000004948,0.8543728064785042,0.935867528162809,0.9721848369206741,0.9797245744263724
ENSG00000004961,0.8543728064785042,0.9446201210328857,0.9721848369206741,0.9739212226648303
ENSG00000005249,0.32289285961695846,0.5960273974845157,0.7832697248343808,0.3105908638875756
ENSG00000005421,0.8543728064785042,0.935867528162809,0.9721848369206741,0.6069120077745227
ENSG00000005882,0.42018153345969367,0.5813007865315822,0.7913095206721964,0.1883412401092927
ENSG00000005893,0.48740287346846783,0.8752132578978398,0.8001100266993876,0.09395456790156667
ENSG00000005981,0.8496407882841613,0.935867528162809,0.9721848369206741,0.5458561561925501
ENSG00000006042,0.177906210170946,0.6826752573806838,0.687478612426628,0.8556291325766333
ENSG00000006071,0.4917116158880743,0.9326127159827939,0.9721848369206741,0.6340903639561525
ENSG00000006282,0.8543728064785042,0.935867528162809,0.9721848369206741,0.9797245744263724
ENSG00000006451,0.8543728064785042,0.935867528162809,0.9721848369206741,0.9760045538164862
ENSG00000006606,0.8543728064785042,0.935867528162809,0.9721848369206741,0.9811177490429657
ENSG00000006744,0.8543728064785042,0.935867528162809,0.9721848369206741,0.479798313955688
ENSG00000006757,0.7943520517646047,0.935867528162809,0.9721848369206741,0.5024998348003562
ENSG00000007202,0.8543728064785042,0.6239495463642218,0.875497338722933,0.9383068584470914
ENSG00000007255,0.7887620121763662,0.935867528162809,0.9721848369206741,0.958563888334641
