ensmbl_id,1,2,3,sigmoidal
ENSG00000000419,0.06936356899963513,0.34730560499623914,0.5088542501892692,0.003972554240017432
ENSG00000000460,0.022680798030066295,0.2857679848685944,0.5676633457283766,0.003972554240017432
ENSG00000002587,0.3033180187270772,0.6549667501646034,0.8937816849555887,0.014798227080656574
ENSG00000002746,0.8457734458300851,0.9296245915628762,0.9696785779455809,0.8550621337282702
ENSG00000004399,0.15335324353899865,0.23570701470570488,0.5033907602351637,0.019117334525607474
ENSG00000004838,0.43641736407719894,0.7203768312903854,0.9035794076089402,0.07866406609755872
ENSG00000004948,0.8457734458300851,0.9296245915628762,0.9696785779455809,0.8509351800924487
ENSG00000004961,0.8457734458300851,0.9444013576885057,0.9706413023904851,0.8550621337282702
ENSG00000005249,0.26253843286955525,0.5139976822310475,0.670223194259885,0.29119554588692903
ENSG00000005421,0.8457734458300851,0.9296245915628762,0.8995855879149329,0.1461496427121242
ENSG00000005882,0.3447540083380281,0.49989951661015153,0.675501888849804,0.058291372707574174
ENSG00000005893,0.40267236607963053,0.7811596981810903,0.6855159782716601,0.010869697375646612
ENSG00000005981,0.7466039241427505,0.8980779427725877,0.9490360146482294,0.26560008357446624
ENSG00000006042,0.13751735378269933,0.5936624198831402,0.5724403370149435,0.028385218296369075
ENSG00000006071,0.4067770650966685,0.8434494756625747,0.9696785779455809,0.026592156269503564
ENSG00000006282,0.8467555717929993,0.9296245915628762,0.9696785779455809,0.8451627819730738
ENSG00000006451,0.8457734458300851,0.9296245915628762,0.9648716692298671,0.47039095049177565
ENSG00000006606,0.8457734458300851,0.9296245915628762,0.9696785779455809,0.8549392182164871
ENSG00000006744,0.8457734458300851,0.8520501615871723,0.9072970914933347,0.5939515729908931
ENSG00000006757,0.6925903147243142,0.9296245915628762,0.9696785779455809,0.7690089166047257
ENSG00000007202,0.8457734458300851,0.5355725692657746,0.7652374933790548,0.4553455137926938
ENSG00000007255,0.6888859517234118,0.9296245915628762,0.9696785779455809,0.6903190324759213
ENSG00000007933,0.8457734458300851,0.49989951661015153,0.756685057716732,0.7754200590610265
ENSG00000007944,0.6534081274672836,0.9296245915628762,0.949600718266641,0.009871315324112766
ENSG00000008294,0.8457734458300851,0.9296245915628762,0.9667378966635599,0.29796187328703283
